pokemon_1,pokemon_2,winner,label,turns
Haxorus,Honedge,Haxorus,1,3
Vikavolt,Geodude,Vikavolt,1,1
Togedemaru,Omastar,Omastar,0,2
Honchkrow,Mismagius,Mismagius,0,2
Escavalier,Eiscue-Ice,Escavalier,1,2
Gouging-Fire,Walking-Wake,Walking-Wake,0,2
Blissey,Drifloon,Blissey,1,2
Solosis,Blitzle,Solosis,1,1
Weedle,Stantler,Stantler,0,1
Poliwag,Wynaut,Wynaut,0,3
Toxel,Kangaskhan,Kangaskhan,0,1
Keldeo-Ordinary,Jigglypuff,Keldeo-Ordinary,1,1
Litten,Flareon,Flareon,0,1
Whiscash,Kartana,Kartana,0,2
Xatu,Archaludon,Archaludon,0,2
Mothim,Aipom,Aipom,0,2
Larvesta,Florges,Florges,0,3
Cloyster,Mareep,Mareep,0,1
Virizion,Parasect,Virizion,1,2
Overqwil,Miltank,Miltank,0,4
Fuecoco,Cubone,Cubone,0,2
Quaquaval,Brionne,Quaquaval,1,2
Rabsca,Lotad,Rabsca,1,1
Misdreavus,Garganacl,Garganacl,0,2
Lycanroc-Midday,Poipole,Lycanroc-Midday,1,2
Donphan,Hoopa,Hoopa,0,2
Swinub,Pyroar-Male,Pyroar-Male,0,1
Grafaiai,Rookidee,Grafaiai,1,1
Grumpig,Slither-Wing,Slither-Wing,0,1
Arctovish,Urshifu-Single-Strike,Urshifu-Single-Strike,0,2
Arctibax,Smeargle,Arctibax,1,1
Snorunt,Heatmor,Heatmor,0,1
Togedemaru,Florges,Togedemaru,1,2
Bulbasaur,Delcatty,Delcatty,0,2
Beartic,Pawniard,Beartic,1,1
Marill,Pidgeotto,Pidgeotto,0,3
Duosion,Kadabra,Kadabra,0,2
Dusclops,Flamigo,Flamigo,0,2
Mudkip,Taillow,Mudkip,1,1
Regidrago,Pelipper,Regidrago,1,2
Relicanth,Squawkabilly-Green-Plumage,Relicanth,1,1
Latios,Falinks,Latios,1,1
Heatran,Krokorok,Heatran,1,1
Rapidash,Iron-Treads,Iron-Treads,0,1
Ninjask,Cinccino,Ninjask,1,2
Feraligatr,Virizion,Virizion,0,2
Honedge,Perrserker,Perrserker,0,4
Mankey,Karrablast,Mankey,1,2
Woobat,Nidorina,Woobat,1,2
Palkia,Iron-Moth,Palkia,1,2
Arrokuda,Tapu-Koko,Tapu-Koko,0,1
Purugly,Klefki,Klefki,0,3
Throh,Azurill,Throh,1,1
Lokix,Hakamo-O,Lokix,1,3
Whimsicott,Wobbuffet,Wobbuffet,0,4
Quaquaval,Hoopa,Hoopa,0,1
Jumpluff,Seadra,Jumpluff,1,1
Ho-Oh,Larvitar,Ho-Oh,1,1
Registeel,Houndour,Registeel,1,2
Talonflame,Swoobat,Talonflame,1,2
Venipede,Walrein,Walrein,0,1
Stakataka,Clamperl,Stakataka,1,1
Slugma,Enamorus-Incarnate,Enamorus-Incarnate,0,1
Simisear,Quaquaval,Quaquaval,0,2
Marshadow,Wartortle,Marshadow,1,2
Lickilicky,Squirtle,Lickilicky,1,2
Druddigon,Rookidee,Druddigon,1,1
Tyrantrum,Ledyba,Tyrantrum,1,1
Vespiquen,Glalie,Glalie,0,2
Arctibax,Igglybuff,Arctibax,1,1
Geodude,Starly,Geodude,1,1
Heatmor,Terapagos,Heatmor,1,3
Bellibolt,Aggron,Bellibolt,1,2
Tepig,Cascoon,Tepig,1,1
Misdreavus,Charcadet,Misdreavus,1,2
Gyarados,Vespiquen,Gyarados,1,2
Gardevoir,Bunnelby,Gardevoir,1,1
Dusclops,Binacle,Dusclops,1,2
Nuzleaf,Forretress,Forretress,0,1
Baxcalibur,Ledian,Baxcalibur,1,2
Cetitan,Swampert,Cetitan,1,5
Hippowdon,Capsakid,Hippowdon,1,1
Aggron,Houndstone,Aggron,1,3
Snorunt,Torkoal,Torkoal,0,1
Skeledirge,Pyroar-Male,Skeledirge,1,5
Gumshoos,Krookodile,Krookodile,0,2
Castform,Goomy,Castform,1,1
Feebas,Glaceon,Glaceon,0,1
Glimmora,Toedscool,Glimmora,1,1
Lillipup,Stoutland,Stoutland,0,1
Aggron,Metapod,Aggron,1,1
Bellsprout,Snom,Bellsprout,1,1
Unown,Dachsbun,Dachsbun,0,2
Manaphy,Politoed,Manaphy,1,5
Lampent,Frosmoth,Lampent,1,1
Drifloon,Ledian,Drifloon,1,2
Rabsca,Doduo,Rabsca,1,1
Cherubi,Masquerain,Masquerain,0,1
Clodsire,Honchkrow,Honchkrow,0,3
Finizen,Klink,Finizen,1,3
Totodile,Octillery,Octillery,0,2
Sinistea,Lombre,Lombre,0,2
Binacle,Sandaconda,Sandaconda,0,1
Frigibax,Quaxly,Frigibax,1,2
Amoonguss,Hypno,Hypno,0,3
Cacnea,Cresselia,Cresselia,0,1
Sneasler,Conkeldurr,Conkeldurr,0,2
Stunfisk,Lugia,Lugia,0,4
Sableye,Sprigatito,Sableye,1,1
Magby,Heatmor,Heatmor,0,2
Zorua,Kricketot,Zorua,1,1
Mareep,Meltan,Mareep,1,1
Kangaskhan,Crabominable,Crabominable,0,2
Flaaffy,Spiritomb,Spiritomb,0,2
Toxtricity-Amped,Breloom,Toxtricity-Amped,1,1
Golett,Flamigo,Flamigo,0,2
Scrafty,Toxtricity-Amped,Toxtricity-Amped,0,3
Poltchageist,Klawf,Klawf,0,1
Cryogonal,Orthworm,Orthworm,0,1
Dewott,Arcanine,Dewott,1,2
Cetitan,Suicune,Suicune,0,5
Wooper,Baltoy,Baltoy,0,2
Umbreon,Volcanion,Volcanion,0,4
Stantler,Polteageist,Polteageist,0,2
Hawlucha,Shuppet,Hawlucha,1,1
Finneon,Linoone,Linoone,0,2
Houndoom,Feraligatr,Feraligatr,0,2
Pidove,Muk,Muk,0,1
Sceptile,Cherrim,Sceptile,1,2
Avalugg,Rowlet,Avalugg,1,1
Kabuto,Girafarig,Girafarig,0,1
Piplup,Duosion,Duosion,0,1
Mime-Jr,Flamigo,Flamigo,0,1
Swinub,Bagon,Swinub,1,1
Yamper,Donphan,Donphan,0,1
Pelipper,Fezandipiti,Fezandipiti,0,3
Yamper,Galvantula,Galvantula,0,2
Sandshrew,Koraidon,Koraidon,0,1
Togepi,Suicune,Suicune,0,1
Snubbull,Cradily,Cradily,0,2
Iron-Crown,Zoroark,Zoroark,0,2
Gossifleur,Iron-Jugulis,Iron-Jugulis,0,1
Celebi,Simisear,Celebi,1,2
Huntail,Kommo-O,Kommo-O,0,2
Walking-Wake,Flittle,Walking-Wake,1,1
Palpitoad,Goomy,Palpitoad,1,2
Pawmo,Landorus-Incarnate,Landorus-Incarnate,0,1
Spheal,Druddigon,Druddigon,0,2
Roaring-Moon,Finizen,Roaring-Moon,1,2
Dartrix,Vanillish,Vanillish,0,1
Dewpider,Noivern,Noivern,0,1
Aurorus,Drampa,Aurorus,1,2
Igglybuff,Jolteon,Jolteon,0,1
Pyroar-Male,Ponyta,Pyroar-Male,1,2
Genesect,Minior-Red-Meteor,Genesect,1,2
Tyrunt,Crawdaunt,Crawdaunt,0,1
Archaludon,Cyndaquil,Archaludon,1,1
Krabby,Chandelure,Chandelure,0,1
Jumpluff,Quagsire,Jumpluff,1,2
Mienfoo,Cryogonal,Cryogonal,0,1
Blipbug,Panpour,Panpour,0,1
Luvdisc,Jigglypuff,Luvdisc,1,3
Zamazenta,Scyther,Scyther,0,2
Ditto,Pachirisu,Pachirisu,0,3
Iron-Thorns,Regieleki,Iron-Thorns,1,2
Dewgong,Frigibax,Dewgong,1,2
Lycanroc-Midday,Sudowoodo,Sudowoodo,0,2
Simipour,Ogerpon,Ogerpon,0,2
Palkia,Runerigus,Palkia,1,1
Cofagrigus,Ursaluna,Ursaluna,0,3
Hariyama,Rockruff,Hariyama,1,1
Tentacool,Rhydon,Tentacool,1,1
Tapu-Fini,Zweilous,Tapu-Fini,1,1
Ho-Oh,Heatran,Ho-Oh,1,4
Chewtle,Weepinbell,Weepinbell,0,1
Koraidon,Varoom,Koraidon,1,1
Mr-Rime,Dunsparce,Mr-Rime,1,3
Fuecoco,Pelipper,Pelipper,0,1
Crobat,Skarmory,Crobat,1,4
Roserade,Cleffa,Roserade,1,1
Abomasnow,Oddish,Abomasnow,1,1
Yanmega,Marill,Yanmega,1,2
Marill,Lurantis,Lurantis,0,1
Urshifu-Single-Strike,Arboliva,Urshifu-Single-Strike,1,2
Sinistcha,Hakamo-O,Sinistcha,1,1
Ducklett,Grotle,Ducklett,1,3
Seedot,Talonflame,Talonflame,0,1
Tapu-Lele,Runerigus,Tapu-Lele,1,2
Gengar,Metapod,Gengar,1,1
Melmetal,Bewear,Melmetal,1,3
Thundurus-Incarnate,Cloyster,Thundurus-Incarnate,1,1
Gothitelle,Crabrawler,Gothitelle,1,1
Swadloon,Thundurus-Incarnate,Thundurus-Incarnate,0,1
Koraidon,Manectric,Koraidon,1,2
Palafin-Zero,Gurdurr,Gurdurr,0,3
Xerneas,Sunflora,Xerneas,1,2
Skuntank,Blastoise,Skuntank,1,4
Spinarak,Mabosstiff,Mabosstiff,0,1
Krokorok,Butterfree,Butterfree,0,1
Wurmple,Chingling,Chingling,0,1
Tangela,Zapdos,Zapdos,0,1
Zebstrika,Walrein,Zebstrika,1,3
Drakloak,Larvesta,Drakloak,1,2
Pheromosa,Veluza,Veluza,0,1
Morelull,Kyogre,Kyogre,0,1
Sylveon,Klawf,Sylveon,1,2
Hoothoot,Annihilape,Annihilape,0,1
Shelmet,Liepard,Liepard,0,2
Wooper,Scovillain,Scovillain,0,1
Blitzle,Ariados,Ariados,0,1
Beldum,Stakataka,Stakataka,0,2
Sylveon,Rayquaza,Rayquaza,0,2
Melmetal,Elekid,Melmetal,1,1
Arctibax,Druddigon,Druddigon,0,2
Nidoran-F,Monferno,Monferno,0,2
Zarude,Monferno,Zarude,1,2
Quaxly,Iron-Moth,Iron-Moth,0,2
Pidgeotto,Qwilfish,Qwilfish,0,2
Galvantula,Golem,Golem,0,1
Gholdengo,Gallade,Gholdengo,1,2
Glimmora,Magby,Glimmora,1,1
Regieleki,Oddish,Regieleki,1,1
Calyrex,Probopass,Probopass,0,3
Vikavolt,Orthworm,Vikavolt,1,2
Miraidon,Gligar,Miraidon,1,1
Mesprit,Mismagius,Mismagius,0,3
Tangrowth,Tyranitar,Tyranitar,0,2
Manectric,Heracross,Heracross,0,2
Snubbull,Seel,Seel,0,3
Lycanroc-Midday,Inkay,Lycanroc-Midday,1,2
Greavard,Sylveon,Sylveon,0,2
Cursola,Togekiss,Cursola,1,2
Floragato,Nosepass,Floragato,1,1
Snorlax,Igglybuff,Snorlax,1,1
Zamazenta,Magmar,Zamazenta,1,2
Beheeyem,Impidimp,Beheeyem,1,1
Reshiram,Sliggoo,Reshiram,1,2
Sprigatito,Phantump,Sprigatito,1,2
Marshtomp,Vanillite,Marshtomp,1,1
Amaura,Trapinch,Amaura,1,1
Excadrill,Snivy,Excadrill,1,1
Skarmory,Scyther,Skarmory,1,2
Metapod,Dolliv,Dolliv,0,1
Rotom,Zygarde-50,Zygarde-50,0,1
Slakoth,Minior-Red-Meteor,Minior-Red-Meteor,0,3
Beautifly,Veluza,Veluza,0,2
Iron-Boulder,Milcery,Iron-Boulder,1,1
Sinistea,Altaria,Altaria,0,1
Wurmple,Blissey,Blissey,0,2
Rolycoly,Mantine,Mantine,0,1
Illumise,Blissey,Illumise,1,3
Chien-Pao,Charmeleon,Chien-Pao,1,2
Silvally,Cetoddle,Silvally,1,3
Coalossal,Buzzwole,Buzzwole,0,2
Whiscash,Dugtrio,Whiscash,1,1
Sceptile,Togepi,Sceptile,1,1
Koffing,Grotle,Koffing,1,2
Crocalor,Igglybuff,Crocalor,1,1
Haunter,Koraidon,Koraidon,0,2
Smeargle,Pineco,Pineco,0,2
Litleo,Shelgon,Litleo,1,2
Tyranitar,Hitmonchan,Hitmonchan,0,1
Iron-Leaves,Cosmog,Iron-Leaves,1,1
Drednaw,Jolteon,Jolteon,0,2
Watchog,Mudkip,Watchog,1,2
Lileep,Samurott,Samurott,0,2
Jellicent-Male,Baltoy,Jellicent-Male,1,1
Simisear,Bruxish,Bruxish,0,2
Azumarill,Grookey,Azumarill,1,1
Dreepy,Purugly,Purugly,0,1
Dedenne,Palpitoad,Dedenne,1,2
Gogoat,Nidorino,Gogoat,1,3
Spinarak,Croconaw,Croconaw,0,2
Yungoos,Nihilego,Nihilego,0,1
Pidgeot,Combusken,Pidgeot,1,1
Toxicroak,Zubat,Toxicroak,1,1
Piplup,Sudowoodo,Piplup,1,2
Iron-Leaves,Mismagius,Mismagius,0,3
Wynaut,Vaporeon,Vaporeon,0,2
Yamask,Piplup,Piplup,0,2
Charmeleon,Eiscue-Ice,Charmeleon,1,2
Espathra,Munkidori,Munkidori,0,3
Meowth,Lickilicky,Lickilicky,0,1
Lunatone,Pangoro,Pangoro,0,2
Pansear,Herdier,Herdier,0,2
Wyrdeer,Espeon,Wyrdeer,1,2
Mightyena,Pinsir,Pinsir,0,1
Dreepy,Jolteon,Jolteon,0,1
Jangmo-O,Corviknight,Corviknight,0,2
Morpeko-Full-Belly,Steelix,Steelix,0,1
Gogoat,Empoleon,Empoleon,0,3
Gardevoir,Cloyster,Gardevoir,1,1
Toucannon,Cobalion,Cobalion,0,2
Hariyama,Goldeen,Hariyama,1,1
Sliggoo,Kricketot,Sliggoo,1,1
Kabutops,Sylveon,Sylveon,0,2
Beartic,Hatterene,Beartic,1,3
Honedge,Palossand,Palossand,0,2
Galvantula,Basculegion-Male,Galvantula,1,2
Seismitoad,Tropius,Seismitoad,1,2
Gardevoir,Togedemaru,Togedemaru,0,1
Glameow,Bisharp,Bisharp,0,1
Zamazenta,Vaporeon,Zamazenta,1,3
Grotle,Eelektrik,Eelektrik,0,2
Chien-Pao,Mismagius,Chien-Pao,1,2
Wimpod,Iron-Boulder,Iron-Boulder,0,1
Iron-Treads,Okidogi,Iron-Treads,1,2
Fidough,Mesprit,Mesprit,0,1
Numel,Wimpod,Numel,1,1
Volcanion,Gliscor,Volcanion,1,1
Tinkatuff,Drakloak,Drakloak,0,2
Grubbin,Crobat,Crobat,0,1
Sentret,Archeops,Archeops,0,1
Slowpoke,Bastiodon,Slowpoke,1,4
Thievul,Wooloo,Thievul,1,1
Aggron,Cinderace,Aggron,1,2
Amaura,Togetic,Amaura,1,2
Golisopod,Shroomish,Golisopod,1,1
Raticate,Terapagos,Terapagos,0,2
Pyroar-Male,Venonat,Pyroar-Male,1,1
Espurr,Magearna,Magearna,0,2
Pawniard,Sunkern,Pawniard,1,1
Wo-Chien,Golduck,Wo-Chien,1,2
Ekans,Kecleon,Kecleon,0,1
Wurmple,Hattrem,Hattrem,0,1
Gastrodon,Beautifly,Gastrodon,1,1
Grumpig,Larvesta,Grumpig,1,2
Inteleon,Lillipup,Inteleon,1,1
Mabosstiff,Toedscool,Mabosstiff,1,1
Charcadet,Gourgeist-Average,Gourgeist-Average,0,1
Absol,Centiskorch,Centiskorch,0,1
Metagross,Espeon,Metagross,1,2
Garchomp,Dipplin,Garchomp,1,2
Applin,Tandemaus,Tandemaus,0,1
Golduck,Mewtwo,Mewtwo,0,2
Simisear,Smeargle,Simisear,1,1
Capsakid,Iron-Jugulis,Iron-Jugulis,0,1
Spectrier,Vigoroth,Spectrier,1,2
Magearna,Lileep,Magearna,1,2
Gible,Sprigatito,Sprigatito,0,1
Qwilfish,Necrozma,Necrozma,0,1
Silvally,Mothim,Silvally,1,2
Prinplup,Gyarados,Gyarados,0,2
Piloswine,Floette,Piloswine,1,1
Grookey,Morpeko-Full-Belly,Morpeko-Full-Belly,0,1
Dusclops,Nidoqueen,Nidoqueen,0,3
Terapagos,Snubbull,Terapagos,1,2
Xurkitree,Seedot,Xurkitree,1,1
Chesnaught,Slither-Wing,Slither-Wing,0,3
Torchic,Deino,Torchic,1,2
Palossand,Floatzel,Floatzel,0,2
Quilladin,Magneton,Magneton,0,1
Amoonguss,Venomoth,Venomoth,0,3
Bunnelby,Metagross,Metagross,0,1
Articuno,Empoleon,Articuno,1,3
Lunatone,Luxray,Lunatone,1,3
Overqwil,Mr-Rime,Mr-Rime,0,2
Cryogonal,Volbeat,Cryogonal,1,3
Blastoise,Sandshrew,Blastoise,1,1
Gossifleur,Clobbopus,Clobbopus,0,2
Slowbro,Torchic,Slowbro,1,1
Zebstrika,Noibat,Zebstrika,1,1
Seaking,Cosmoem,Seaking,1,4
Cacnea,Raichu,Raichu,0,1
Tapu-Fini,Cinderace,Tapu-Fini,1,2
Kommo-O,Heatmor,Kommo-O,1,2
Whismur,Sandile,Sandile,0,1
Heatmor,Kakuna,Heatmor,1,1
Articuno,Hatenna,Articuno,1,1
Milotic,Glalie,Milotic,1,3
Timburr,Carkol,Carkol,0,2
Ditto,Hawlucha,Hawlucha,0,1
Gligar,Raticate,Raticate,0,2
Beedrill,Palossand,Palossand,0,2
Carbink,Kyurem,Kyurem,0,3
Shroomish,Persian,Persian,0,2
Cetoddle,Barraskewda,Barraskewda,0,3
Iron-Jugulis,Greedent,Iron-Jugulis,1,3
Loudred,Machop,Machop,0,1
Tinkatink,Lileep,Tinkatink,1,3
Flabebe,Tapu-Lele,Tapu-Lele,0,2
Miraidon,Politoed,Miraidon,1,2
Jangmo-O,Regidrago,Regidrago,0,1
Flaaffy,Houndoom,Houndoom,0,2
Bruxish,Charmander,Bruxish,1,1
Pheromosa,Milcery,Pheromosa,1,1
Marshtomp,Carnivine,Carnivine,0,1
Lampent,Hippopotas,Lampent,1,1
Nosepass,Victreebel,Victreebel,0,1
Grovyle,Sigilyph,Sigilyph,0,1
Spiritomb,Okidogi,Okidogi,0,4
Spinda,Vileplume,Vileplume,0,2
Bibarel,Zeraora,Zeraora,0,1
Rhyhorn,Golurk,Golurk,0,2
Kricketot,Rattata,Rattata,0,2
Lileep,Horsea,Lileep,1,1
Helioptile,Zamazenta,Zamazenta,0,1
Weepinbell,Entei,Entei,0,1
Banette,Sandygast,Banette,1,1
Azumarill,Klawf,Azumarill,1,2
Weavile,Venonat,Weavile,1,2
Zamazenta,Haxorus,Zamazenta,1,2
Zubat,Zeraora,Zeraora,0,1
Wo-Chien,Lapras,Wo-Chien,1,3
Oinkologne-Male,Zekrom,Zekrom,0,4
Klinklang,Quaxly,Klinklang,1,2
Girafarig,Gastly,Girafarig,1,1
Chatot,Shiftry,Chatot,1,2
Jangmo-O,Zangoose,Zangoose,0,2
Krokorok,Empoleon,Empoleon,0,1
Seviper,Morgrem,Seviper,1,1
Herdier,Croconaw,Croconaw,0,3
Unown,Silvally,Silvally,0,1
Grovyle,Wynaut,Grovyle,1,3
Chesnaught,Kartana,Chesnaught,1,2
Audino,Raticate,Audino,1,3
Tadbulb,Metang,Metang,0,2
Yanmega,Bouffalant,Bouffalant,0,3
Iron-Leaves,Fearow,Iron-Leaves,1,2
Combusken,Wooloo,Combusken,1,1
Beedrill,Pincurchin,Beedrill,1,2
Dewgong,Nymble,Dewgong,1,1
Weavile,Absol,Weavile,1,1
Marowak,Mr-Rime,Mr-Rime,0,1
Clawitzer,Simisage,Simisage,0,2
Zeraora,Munchlax,Zeraora,1,3
Haxorus,Litten,Haxorus,1,1
Blipbug,Incineroar,Incineroar,0,1
Roselia,Appletun,Roselia,1,2
Cufant,Beldum,Cufant,1,4
Alakazam,Vibrava,Alakazam,1,1
Scolipede,Entei,Entei,0,1
Vivillon,Skwovet,Vivillon,1,2
Sharpedo,Sliggoo,Sharpedo,1,2
Eternatus,Great-Tusk,Eternatus,1,2
Tyrogue,Sewaddle,Sewaddle,0,2
Shelgon,Turtwig,Shelgon,1,2
Skitty,Stonjourner,Stonjourner,0,1
Bruxish,Yamper,Bruxish,1,2
Hitmonlee,Pawniard,Hitmonlee,1,1
Hattrem,Lillipup,Hattrem,1,2
Gligar,Arctovish,Arctovish,0,1
Slowking,Sandslash,Slowking,1,1
Oricorio-Baile,Steenee,Oricorio-Baile,1,1
Mareep,Slugma,Mareep,1,2
Quaxwell,Girafarig,Girafarig,0,2
Shellder,Mightyena,Mightyena,0,1
Bergmite,Mudsdale,Mudsdale,0,2
Vileplume,Crawdaunt,Vileplume,1,1
Electabuzz,Chimchar,Electabuzz,1,1
Meganium,Barboach,Meganium,1,1
Necrozma,Rookidee,Necrozma,1,1
Riolu,Rattata,Riolu,1,1
Audino,Golett,Audino,1,2
Aron,Garbodor,Garbodor,0,4
Rolycoly,Eelektross,Eelektross,0,1
Brionne,Hippowdon,Brionne,1,2
Slugma,Hakamo-O,Hakamo-O,0,1
Gastrodon,Sprigatito,Gastrodon,1,1
Grookey,Sharpedo,Sharpedo,0,1
Aron,Dudunsparce-Two-Segment,Dudunsparce-Two-Segment,0,3
Meltan,Jirachi,Jirachi,0,2
Pikachu,Forretress,Forretress,0,1
Shellder,Lombre,Lombre,0,1
Sandslash,Raticate,Sandslash,1,2
Crocalor,Zangoose,Crocalor,1,2
Lampent,Qwilfish,Qwilfish,0,2
Karrablast,Lickilicky,Lickilicky,0,2
Duosion,Trumbeak,Duosion,1,1
Igglybuff,Muk,Muk,0,1
Shelgon,Pincurchin,Pincurchin,0,2
Whirlipede,Typhlosion,Typhlosion,0,1
Delcatty,Froakie,Delcatty,1,1
Clodsire,Omanyte,Clodsire,1,1
Fletchinder,Mightyena,Fletchinder,1,3
Hatterene,Hydrapple,Hatterene,1,1
Pichu,Cursola,Cursola,0,1
Mareep,Azelf,Azelf,0,1
Ribombee,Greavard,Ribombee,1,2
Eelektross,Mabosstiff,Eelektross,1,3
Falinks,Steenee,Falinks,1,1
Dondozo,Torkoal,Dondozo,1,2
Beldum,Finizen,Finizen,0,2
Sandslash,Karrablast,Sandslash,1,2
Milcery,Squawkabilly-Green-Plumage,Squawkabilly-Green-Plumage,0,1
Rufflet,Electivire,Electivire,0,1
Minior-Red-Meteor,Blaziken,Blaziken,0,2
Croconaw,Wiglett,Croconaw,1,1
Rhydon,Bounsweet,Rhydon,1,1
Feraligatr,Ribombee,Ribombee,0,3
Machoke,Arceus,Arceus,0,2
Deino,Pidgeot,Pidgeot,0,2
Silcoon,Misdreavus,Misdreavus,0,1
Medicham,Venomoth,Medicham,1,2
Sunflora,Gallade,Gallade,0,2
Sylveon,Tarountula,Sylveon,1,1
Arctovish,Magneton,Magneton,0,2
Hydrapple,Misdreavus,Misdreavus,0,2
Yanma,Nacli,Nacli,0,1
Lycanroc-Midday,Decidueye,Lycanroc-Midday,1,2
Vigoroth,Sceptile,Sceptile,0,2
Sneasler,Araquanid,Sneasler,1,2
Grimer,Seadra,Seadra,0,2
Inteleon,Mewtwo,Mewtwo,0,2
Octillery,Togetic,Octillery,1,2
Dedenne,Frigibax,Dedenne,1,1
Squawkabilly-Green-Plumage,Slowpoke,Squawkabilly-Green-Plumage,1,3
Bonsly,Rhyhorn,Rhyhorn,0,2
Sigilyph,Eldegoss,Sigilyph,1,2
Rhyhorn,Aipom,Aipom,0,2
Flygon,Regidrago,Regidrago,0,2
Hariyama,Scatterbug,Hariyama,1,1
Genesect,Nidorina,Genesect,1,2
Wartortle,Pawmot,Pawmot,0,2
Jirachi,Grimmsnarl,Jirachi,1,2
Nidorina,Stufful,Nidorina,1,3
Binacle,Porygon2,Porygon2,0,3
Pineco,Flaaffy,Flaaffy,0,1
Silicobra,Shuckle,Silicobra,1,3
Dhelmise,Smeargle,Dhelmise,1,1
Capsakid,Arrokuda,Capsakid,1,1
Golisopod,Snover,Golisopod,1,1
Mandibuzz,Sizzlipede,Mandibuzz,1,1
Machoke,Nidoran-M,Machoke,1,2
Arctozolt,Servine,Arctozolt,1,1
Hitmonlee,Copperajah,Copperajah,0,1
Chesnaught,Spoink,Chesnaught,1,2
Gurdurr,Grumpig,Grumpig,0,2
Furret,Kommo-O,Kommo-O,0,1
Yungoos,Groudon,Groudon,0,1
Samurott,Komala,Samurott,1,3
Reuniclus,Seismitoad,Reuniclus,1,3
Sandygast,Reshiram,Reshiram,0,1
Haxorus,Spearow,Haxorus,1,1
Alakazam,Miltank,Alakazam,1,2
Ho-Oh,Empoleon,Ho-Oh,1,3
Swampert,Lilligant,Lilligant,0,1
Eelektrik,Tinkatink,Eelektrik,1,2
Gothitelle,Stakataka,Stakataka,0,3
Tapu-Koko,Dracozolt,Tapu-Koko,1,2
Pidove,Applin,Pidove,1,1
Rowlet,Sobble,Sobble,0,1
Latios,Toucannon,Latios,1,2
Pancham,Bonsly,Pancham,1,2
Qwilfish,Zorua,Qwilfish,1,1
Meganium,Cursola,Cursola,0,2
Suicune,Torchic,Suicune,1,1
Heatran,Gloom,Heatran,1,1
Caterpie,Bramblin,Bramblin,0,1
Magnemite,Dragalge,Dragalge,0,2
Thundurus-Incarnate,Poltchageist,Thundurus-Incarnate,1,1
Squawkabilly-Green-Plumage,Dipplin,Squawkabilly-Green-Plumage,1,2
Fearow,Shroomish,Fearow,1,1
Zarude,Rhyperior,Zarude,1,1
Shiinotic,Metapod,Shiinotic,1,1
Muk,Skarmory,Skarmory,0,4
Oinkologne-Male,Celebi,Celebi,0,4
Feraligatr,Meganium,Meganium,0,2
Thundurus-Incarnate,Terrakion,Terrakion,0,1
Beautifly,Hippopotas,Beautifly,1,1
Vespiquen,Greedent,Greedent,0,3
Arcanine,Veluza,Veluza,0,2
Swirlix,Koffing,Swirlix,1,2
Glalie,Archen,Glalie,1,1
Exeggutor,Liepard,Liepard,0,2
Rhyperior,Gossifleur,Rhyperior,1,1
Basculin-Red-Striped,Munkidori,Munkidori,0,2
Dondozo,Bouffalant,Dondozo,1,6
Galvantula,Togekiss,Galvantula,1,2
Diancie,Swoobat,Diancie,1,1
Accelgor,Swirlix,Accelgor,1,3
Ninjask,Trumbeak,Trumbeak,0,1
Charjabug,Gastrodon,Gastrodon,0,2
Pawmi,Absol,Absol,0,1
Magearna,Polteageist,Magearna,1,2
Gourgeist-Average,Amoonguss,Amoonguss,0,2
Altaria,Golett,Altaria,1,2
Wo-Chien,Rufflet,Wo-Chien,1,2
Carvanha,Natu,Natu,0,1
Dreepy,Ledian,Ledian,0,1
Liepard,Lunala,Liepard,1,2
Fletchling,Breloom,Breloom,0,1
Rampardos,Accelgor,Rampardos,1,1
Metagross,Palossand,Metagross,1,3
Grafaiai,Primeape,Grafaiai,1,2
Oranguru,Poochyena,Oranguru,1,1
Weezing,Stakataka,Stakataka,0,3
Flutter-Mane,Honedge,Flutter-Mane,1,1
Koffing,Cherubi,Koffing,1,1
Swalot,Accelgor,Swalot,1,2
Tyranitar,Slowking,Slowking,0,2
Regirock,Azelf,Azelf,0,3
Milotic,Bastiodon,Milotic,1,2
Swinub,Capsakid,Capsakid,0,1
Ceruledge,Pupitar,Ceruledge,1,2
Incineroar,Breloom,Incineroar,1,1
Toucannon,Purugly,Toucannon,1,2
Slakoth,Zoroark,Zoroark,0,1
Kabuto,Iron-Bundle,Iron-Bundle,0,1
Audino,Silcoon,Audino,1,2
Grumpig,Gallade,Gallade,0,3
Tapu-Bulu,Grimmsnarl,Tapu-Bulu,1,2
Poliwhirl,Tropius,Tropius,0,1
Shieldon,Kricketot,Shieldon,1,1
Wormadam-Plant,Cacturne,Wormadam-Plant,1,1
Diglett,Murkrow,Murkrow,0,1
Boltund,Dragonair,Boltund,1,2
Greavard,Rowlet,Rowlet,0,2
Sentret,Poochyena,Poochyena,0,2
Alomomola,Panpour,Alomomola,1,2
Pecharunt,Virizion,Pecharunt,1,2
Clawitzer,Cursola,Clawitzer,1,3
Tentacruel,Trevenant,Trevenant,0,2
Seel,Heracross,Heracross,0,2
Gloom,Tangela,Gloom,1,1
Togedemaru,Ninetales,Ninetales,0,2
Spectrier,Blissey,Spectrier,1,3
Gengar,Nidoqueen,Nidoqueen,0,1
Wyrdeer,Luvdisc,Wyrdeer,1,1
Klink,Silcoon,Klink,1,2
