name,type1,type2,hp,attack,defense,sp_atk,sp_def,speed,sprite_url
Duraludon,steel,dragon,70,95,115,120,50,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/884.png
Dreepy,dragon,ghost,28,60,30,40,30,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/885.png
Drakloak,dragon,ghost,68,80,50,60,50,102,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/886.png
Dragapult,dragon,ghost,88,120,75,100,75,142,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/887.png
Zacian,fairy,,92,120,115,80,115,138,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/888.png
Zamazenta,fighting,,92,120,115,80,115,138,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/889.png
Eternatus,poison,dragon,140,85,95,145,95,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/890.png
Kubfu,fighting,,60,90,60,53,50,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/891.png
Urshifu-Single-Strike,fighting,dark,100,130,100,63,60,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/892.png
Zarude,dark,grass,105,120,105,70,95,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/893.png
Regieleki,electric,,80,100,50,100,50,200,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/894.png
Regidrago,dragon,,200,100,50,100,50,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/895.png
Glastrier,ice,,100,145,130,65,110,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/896.png
Spectrier,ghost,,100,65,60,145,80,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/897.png
Calyrex,psychic,grass,100,80,80,80,80,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/898.png
Wyrdeer,normal,psychic,103,105,72,105,75,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/899.png
Kleavor,bug,rock,70,135,95,45,70,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/900.png
Ursaluna,ground,normal,130,140,105,45,80,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/901.png
Basculegion-Male,water,ghost,120,112,65,80,75,78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/902.png
Sneasler,fighting,poison,80,130,60,40,80,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/903.png
Overqwil,dark,poison,85,115,95,65,65,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/904.png
Enamorus-Incarnate,fairy,flying,74,115,70,135,80,106,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/905.png
Sprigatito,grass,,40,61,54,45,45,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/906.png
Floragato,grass,,61,80,63,60,63,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/907.png
Meowscarada,grass,dark,76,110,70,81,70,123,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/908.png
Fuecoco,fire,,67,45,59,63,40,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/909.png
Crocalor,fire,,81,55,78,90,58,49,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/910.png
Skeledirge,fire,ghost,104,75,100,110,75,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/911.png
Quaxly,water,,55,65,45,50,45,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/912.png
Quaxwell,water,,70,85,65,65,60,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/913.png
Quaquaval,water,fighting,85,120,80,85,75,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/914.png
Lechonk,normal,,54,45,40,35,45,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/915.png
Oinkologne-Male,normal,,110,100,75,59,80,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/916.png
Tarountula,bug,,35,41,45,29,40,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/917.png
Spidops,bug,,60,79,92,52,86,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/918.png
Nymble,bug,,33,46,40,21,25,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/919.png
Lokix,bug,dark,71,102,78,52,55,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/920.png
Pawmi,electric,,45,50,20,40,25,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/921.png
Pawmo,electric,fighting,60,75,40,50,40,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/922.png
Pawmot,electric,fighting,70,115,70,70,60,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/923.png
Tandemaus,normal,,50,50,45,40,45,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/924.png
Maushold-Family-Of-Four,normal,,74,75,70,65,75,111,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/925.png
Fidough,fairy,,37,55,70,30,55,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/926.png
Dachsbun,fairy,,57,80,115,50,80,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/927.png
Smoliv,grass,normal,41,35,45,58,51,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/928.png
Dolliv,grass,normal,52,53,60,78,78,33,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/929.png
Arboliva,grass,normal,78,69,90,125,109,39,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/930.png
Squawkabilly-Green-Plumage,normal,flying,82,96,51,45,51,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/931.png
Nacli,rock,,55,55,75,35,35,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/932.png
Naclstack,rock,,60,60,100,35,65,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/933.png
Garganacl,rock,,100,100,130,45,90,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/934.png
Charcadet,fire,,40,50,40,50,40,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/935.png
Armarouge,fire,psychic,85,60,100,125,80,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/936.png
Ceruledge,fire,ghost,75,125,80,60,100,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/937.png
Tadbulb,electric,,61,31,41,59,35,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/938.png
Bellibolt,electric,,109,64,91,103,83,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/939.png
Wattrel,electric,flying,40,40,35,55,40,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/940.png
Kilowattrel,electric,flying,70,70,60,105,60,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/941.png
Maschiff,dark,,60,78,60,40,51,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/942.png
Mabosstiff,dark,,80,120,90,60,70,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/943.png
Shroodle,poison,normal,40,65,35,40,35,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/944.png
Grafaiai,poison,normal,63,95,65,80,72,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/945.png
Bramblin,grass,ghost,40,65,30,45,35,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/946.png
Brambleghast,grass,ghost,55,115,70,80,70,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/947.png
Toedscool,ground,grass,40,40,35,50,100,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/948.png
Toedscruel,ground,grass,80,70,65,80,120,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/949.png
Klawf,rock,,70,100,115,35,55,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/950.png
Capsakid,grass,,50,62,40,62,40,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/951.png
Scovillain,grass,fire,65,108,65,108,65,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/952.png
Rellor,bug,,41,50,60,31,58,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/953.png
Rabsca,bug,psychic,75,50,85,115,100,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/954.png
Flittle,psychic,,30,35,30,55,30,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/955.png
Espathra,psychic,,95,60,60,101,60,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/956.png
Tinkatink,fairy,steel,50,45,45,35,64,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/957.png
Tinkatuff,fairy,steel,65,55,55,45,82,78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/958.png
Tinkaton,fairy,steel,85,75,77,70,105,94,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/959.png
Wiglett,water,,10,55,25,35,25,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/960.png
Wugtrio,water,,35,100,50,50,70,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/961.png
Bombirdier,flying,dark,70,103,85,60,85,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/962.png
Finizen,water,,70,45,40,45,40,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/963.png
Palafin-Zero,water,,100,70,72,53,62,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/964.png
Varoom,steel,poison,45,70,63,30,45,47,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/965.png
Revavroom,steel,poison,80,119,90,54,67,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/966.png
Cyclizar,dragon,normal,70,95,65,85,65,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/967.png
Orthworm,steel,,70,85,145,60,55,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/968.png
Glimmet,rock,poison,48,35,42,105,60,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/969.png
Glimmora,rock,poison,83,55,90,130,81,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/970.png
Greavard,ghost,,50,61,60,30,55,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/971.png
Houndstone,ghost,,72,101,100,50,97,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/972.png
Flamigo,flying,fighting,82,115,74,75,64,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/973.png
Cetoddle,ice,,108,68,45,30,40,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/974.png
Cetitan,ice,,170,113,65,45,55,73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/975.png
Veluza,water,psychic,90,102,73,78,65,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/976.png
Dondozo,water,,150,100,115,65,65,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/977.png
Tatsugiri-Curly,dragon,water,68,50,60,120,95,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/978.png
Annihilape,fighting,ghost,110,115,80,50,90,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/979.png
Clodsire,poison,ground,130,75,60,45,100,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/980.png
Farigiraf,normal,psychic,120,90,70,110,70,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/981.png
Dudunsparce-Two-Segment,normal,,125,100,80,85,75,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/982.png
Kingambit,dark,steel,100,135,120,60,85,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/983.png
Great-Tusk,ground,fighting,115,131,131,53,53,87,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/984.png
Scream-Tail,fairy,psychic,115,65,99,65,115,111,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/985.png
Brute-Bonnet,grass,dark,111,127,99,79,99,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/986.png
Flutter-Mane,ghost,fairy,55,55,55,135,135,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/987.png
Slither-Wing,bug,fighting,85,135,79,85,105,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/988.png
Sandy-Shocks,electric,ground,85,81,97,121,85,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/989.png
Iron-Treads,ground,steel,90,112,120,72,70,106,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/990.png
Iron-Bundle,ice,water,56,80,114,124,60,136,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/991.png
Iron-Hands,fighting,electric,154,140,108,50,68,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/992.png
Iron-Jugulis,dark,flying,94,80,86,122,80,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/993.png
Iron-Moth,fire,poison,80,70,60,140,110,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/994.png
Iron-Thorns,rock,electric,100,134,110,70,84,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/995.png
Frigibax,dragon,ice,65,75,45,35,45,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/996.png
Arctibax,dragon,ice,90,95,66,45,65,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/997.png
Baxcalibur,dragon,ice,115,145,92,75,86,87,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/998.png
Gimmighoul,ghost,,45,30,70,75,70,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/999.png
Gholdengo,steel,ghost,87,60,95,133,91,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1000.png
Wo-Chien,dark,grass,85,85,100,95,135,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1001.png
Chien-Pao,dark,ice,80,120,80,90,65,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1002.png
Ting-Lu,dark,ground,155,110,125,55,80,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1003.png
Chi-Yu,dark,fire,55,80,80,135,120,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1004.png
Roaring-Moon,dragon,dark,105,139,71,55,101,119,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1005.png
Iron-Valiant,fairy,fighting,74,130,90,120,60,116,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1006.png
Koraidon,fighting,dragon,100,135,115,85,100,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1007.png
Miraidon,electric,dragon,100,85,100,135,115,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1008.png
Walking-Wake,water,dragon,99,83,91,125,83,109,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1009.png
Iron-Leaves,grass,psychic,90,130,88,70,108,104,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1010.png
Dipplin,grass,dragon,80,80,110,95,80,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1011.png
Poltchageist,grass,ghost,40,45,45,74,54,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1012.png
Sinistcha,grass,ghost,71,60,106,121,80,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1013.png
Okidogi,poison,fighting,88,128,115,58,86,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1014.png
Munkidori,poison,psychic,88,75,66,130,90,106,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1015.png
Fezandipiti,poison,fairy,88,91,82,70,125,99,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1016.png
Ogerpon,grass,,80,120,84,60,96,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1017.png
Archaludon,steel,dragon,90,105,130,125,65,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1018.png
Hydrapple,grass,dragon,106,80,110,120,80,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1019.png
Gouging-Fire,fire,dragon,105,115,121,65,93,91,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1020.png
Raging-Bolt,electric,dragon,125,73,91,137,89,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1021.png
Iron-Boulder,rock,psychic,90,120,80,68,108,124,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1022.png
Iron-Crown,steel,psychic,90,72,100,122,108,98,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1023.png
Terapagos,normal,,90,65,85,65,85,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1024.png
Pecharunt,poison,ghost,88,88,160,88,88,88,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1025.png
