hp_diff,attack_diff,defense_diff,sp_atk_diff,sp_def_diff,speed_diff,speed_advantage,base_stat_total_diff,p1_type_advantage,p2_type_advantage,type_advantage_diff,p1_effective_power,p2_effective_power,effective_power_diff,effective_power_ratio,p1_best_move_multiplier,p2_best_move_multiplier,best_move_multiplier_diff,p1_ttk_estimate,p2_ttk_estimate,ttk_diff,label
38,50,5,75,20,-20,-1,168,1.0,1.0,0.0,103.80000000000001,27.813333333333336,75.98666666666668,3.7320230105465004,1.0,1.0,0.0,0.7129094412331406,5.393096836049856,4.680187394816715,1
0,2,-7,-22,16,-13,-1,-24,2.0,0.0,2.0,82.589010989011,77.24444444444444,5.344566544566561,1.0691903033675187,2.0,2.0,0.0,2.639576347863111,2.822209436133487,0.18263308827037594,0
16,7,-33,7,25,28,1,50,1.0,1.0,0.0,93.14563106796118,42.977142857142866,50.16848821081831,2.167329535552879,2.0,1.0,1.0,1.1594746716697935,3.2575455391570265,2.098070867487233,1
40,25,10,35,45,60,1,215,1.0,1.0,0.0,108.60000000000001,37.32,71.28,2.909967845659164,1.0,1.0,0.0,0.9208103130755064,4.823151125401929,3.9023408123264227,1
-14,-35,-45,2,-38,36,1,-94,1.0,2.0,-1.0,41.13333333333333,232.28571428571428,-191.15238095238095,0.1770807708077081,1.0,2.0,-1.0,4.376012965964343,0.6543665436654367,-3.7216464222989067,0
-45,-17,-25,-15,-15,-3,-1,-120,1.0,1.0,0.0,45.24,77.8,-32.559999999999995,0.5814910025706941,1.0,1.0,0.0,4.199823165340407,1.2853470437017995,-2.9144761216386073,0
5,-10,35,10,35,-10,-1,65,1.0,1.0,0.0,97.86666666666666,27.369230769230768,70.49743589743589,3.5757916432452688,2.0,1.0,1.0,0.6130790190735695,2.5576166385609893,1.9445376194874198,1
-5,30,20,-10,-10,3,1,28,1.0,1.0,0.0,99.8,61.2,38.599999999999994,1.630718954248366,1.0,2.0,-1.0,1.503006012024048,2.287581699346405,0.784575687322357,1
-22,-35,-27,-35,-74,-93,-1,-286,0.5,0.25,0.25,86.66666666666666,119.2,-32.533333333333346,0.7270693512304249,2.0,2.0,0.0,2.1,1.157718120805369,-0.942281879194631,0
5,20,0,15,0,0,0,40,1.0,1.0,0.0,78.42857142857143,74.4,4.028571428571425,1.054147465437788,1.0,2.0,-1.0,0.8925318761384335,1.075268817204301,0.18273694106586746,1
5,17,-2,-5,0,25,1,40,0.5,2.0,-1.5,95.52,153.84,-58.32000000000001,0.6209048361934477,2.0,2.0,0.0,0.9422110552763819,0.6500260010400416,-0.29218505423634034,1
8,-11,-73,-55,-105,-2,-1,-238,1.0,1.0,0.0,34.327999999999996,240.66666666666669,-206.33866666666668,0.14263711911357338,1.0,2.0,-1.0,2.913073875553484,0.48199445983379496,-2.4310794157196893,0
-122,-63,-30,-32,-75,27,1,-295,1.0,1.0,0.0,41.178461538461534,168.94285714285715,-127.76439560439562,0.24374195059126563,1.0,1.0,0.0,7.7710528282149,0.4498562489430069,-7.321196579271893,0
21,5,-85,62,-88,86,1,1,1.0,1.0,0.0,29.400000000000002,54.285714285714285,-24.885714285714283,0.541578947368421,1.0,2.0,-1.0,3.7414965986394555,2.8000000000000003,-0.9414965986394552,0
16,15,-29,5,-22,10,1,-5,0.5,1.0,-0.5,29.06043956043956,71.12903225806451,-42.06859269762495,0.4085594677431412,0.5,1.0,-0.5,3.922858763471356,2.052607709750567,-1.8702510537207893,0
-45,15,15,-60,-80,-45,-1,-200,1.0,2.0,-1.0,59.57142857142857,365.04,-305.46857142857147,0.16319150934535548,1.0,2.0,-1.0,3.357314148681055,0.3013368397983782,-3.055977308882677,0
50,-22,13,3,18,3,1,65,1.0,2.0,-1.0,43.48,105.0,-61.52,0.41409523809523807,1.0,2.0,-1.0,2.0699172033118676,1.8095238095238095,-0.26039339378805804,0
55,-33,-40,5,-26,-31,-1,-70,1.0,0.5,0.5,99.1764705882353,139.28,-40.1035294117647,0.7120654120350036,2.0,1.0,1.0,1.2099644128113878,1.6513497989661114,0.44138538615472367,0
-35,-2,5,-15,15,-59,-1,-91,0.25,1.0,-0.75,109.6,105.84,3.759999999999991,1.035525321239607,2.0,2.0,0.0,1.4598540145985401,0.8503401360544217,-0.6095138785441184,0
-50,-30,-45,-60,-50,29,1,-206,1.0,1.0,0.0,35.266666666666666,154.8,-119.53333333333335,0.22782084409991385,1.0,1.0,0.0,5.103969754253308,0.5167958656330749,-4.587173888620233,0
15,-9,-6,-10,-5,10,1,-5,1.0,1.0,0.0,60.32571428571429,55.800000000000004,4.525714285714287,1.0811059907834102,1.0,1.0,0.0,2.3207350573079473,3.0465949820788527,0.7258599247709054,1
-40,-35,-15,-95,-65,-50,-1,-300,0.5,1.0,-0.5,54.4,147.0,-92.6,0.37006802721088433,2.0,1.0,1.0,3.308823529411765,0.6802721088435374,-2.6285514205682277,0
26,-5,32,13,35,20,1,121,0.5,2.0,-1.5,40.47441860465116,80.54117647058823,-40.06675786593706,0.5025307597714503,1.0,2.0,-1.0,1.9271431854746035,1.6140812153082094,-0.31306197016639414,0
-38,-4,-22,-72,-76,-6,-1,-218,1.0,1.0,0.0,53.057142857142864,132.96923076923076,-79.9120879120879,0.39901819804631333,1.0,1.0,0.0,3.7695207323640276,0.9325465694781905,-2.836974162885837,0
15,20,25,5,20,0,0,85,1.0,0.25,0.75,156.85714285714286,65.4,91.45714285714286,2.3984272608125816,2.0,1.0,1.0,0.5100182149362477,1.6819571865443423,1.1719389716080948,1
-20,-35,-51,14,-17,13,1,-96,2.0,1.0,1.0,77.48307692307694,85.5,-8.016923076923064,0.9062348178137654,2.0,1.0,1.0,1.8068461599555234,1.1695906432748537,-0.6372555166806697,1
12,114,12,118,14,93,1,363,1.0,1.0,0.0,223.0,41.016000000000005,181.98399999999998,5.43690267212795,1.0,1.0,0.0,0.34080717488789236,2.438072947142578,2.0972657722546857,1
0,-15,-30,15,-20,40,1,-10,1.0,0.5,0.5,63.72,67.37142857142857,-3.6514285714285677,0.9458015267175574,1.0,1.0,0.0,2.197112366603892,2.0780322307039865,-0.1190801358999054,1
-45,-95,-89,-9,-3,-24,-1,-265,1.0,0.5,0.5,78.85467625899281,99.85600000000001,-21.001323741007198,0.789683907416608,4.0,1.0,3.0,2.7138530034304065,1.2417881749719595,-1.472064828458447,0
101,63,39,72,47,53,1,375,1.0,1.0,0.0,123.56,35.074766355140184,88.48523364485982,3.522760458300027,1.0,1.0,0.0,0.5827128520556815,7.811883826272316,7.229170974216634,1
-41,-12,3,-39,-14,51,1,-52,0.5,2.0,-1.5,38.59550561797753,145.392,-106.79649438202247,0.2654582481703088,1.0,2.0,-1.0,5.233770014556041,0.8253549026081215,-4.408415111947919,0
22,28,32,53,37,53,1,225,1.0,0.5,0.5,113.12571428571428,25.64179104477612,87.48392324093817,4.4117711624812905,1.0,1.0,0.0,0.7955750871344144,5.225844004656577,4.430268917522162,1
-28,-5,33,-2,14,-9,-1,3,1.0,1.0,0.0,86.56790123456791,56.911578947368426,29.656322287199487,1.5210947022683297,2.0,1.0,1.0,2.841699942954934,3.3385121888062734,0.49681224585133954,0
23,-25,45,60,95,15,1,213,0.0,1.0,-1.0,666.0,50.73846153846154,615.2615384615384,13.126137052759248,2.0,1.0,1.0,0.13513513513513514,2.6804123711340204,2.5452772359988853,1
15,40,10,20,20,75,1,180,0.5,1.0,-0.5,60.66666666666667,85.19999999999999,-24.533333333333317,0.7120500782472615,1.0,2.0,-1.0,1.6483516483516483,1.5258215962441317,-0.12253005210751655,1
10,13,13,-69,-9,-70,-1,-112,1.0,1.0,0.0,71.64,73.88732394366197,-2.247323943661968,0.9695844452916509,1.0,1.0,0.0,2.7917364600781687,2.977506671749905,0.18577021167173635,1
15,15,-20,-30,-30,55,1,5,1.0,0.5,0.5,146.79999999999998,97.86666666666666,48.93333333333332,1.5,2.0,2.0,0.0,0.9536784741144415,1.737057220708447,0.7833787465940054,1
-27,-50,0,50,10,-3,-1,-20,2.0,1.0,1.0,248.88,148.2,100.68,1.6793522267206478,2.0,1.0,1.0,0.77949212471874,0.9446693657219973,0.16517724100325737,1
-23,-65,-47,-25,-17,-53,-1,-230,1.0,0.5,0.5,31.799999999999997,270.0,-238.2,0.11777777777777777,1.0,2.0,-1.0,4.088050314465409,0.3111111111111111,-3.7769392033542983,0
-30,-30,-35,-15,-15,-10,-1,-135,0.0,2.0,-2.0,106.56,498.80000000000007,-392.24000000000007,0.21363271852445867,4.0,2.0,2.0,0.9384384384384384,0.08019246190858058,-0.8582459765298579,0
45,100,80,20,45,-50,-1,240,4.0,1.0,3.0,223.20000000000002,24.599999999999998,198.60000000000002,9.073170731707318,4.0,1.0,3.0,0.492831541218638,8.130081300813009,7.637249759594371,1
30,17,33,45,30,40,1,195,2.0,0.5,1.5,206.64,47.0,159.64,4.396595744680851,2.0,1.0,1.0,0.4839334107626791,3.404255319148936,2.9203219083862573,1
-5,-35,-70,0,-20,0,0,-130,1.0,0.5,0.5,36.942857142857136,64.85714285714286,-27.914285714285725,0.5696035242290748,1.0,1.0,0.0,4.06032482598608,2.158590308370044,-1.901734517616036,0
2,54,10,29,45,75,1,215,1.0,1.0,0.0,108.60000000000001,51.576,57.02400000000001,2.1056305258259655,1.0,1.0,0.0,0.6077348066298343,1.3572204125950054,0.7494856059651711,1
20,52,53,52,53,-25,-1,205,2.0,0.0,2.0,182.64000000000001,15.037037037037036,167.60296296296298,12.14600985221675,2.0,1.0,1.0,0.328515111695138,6.65024630541872,6.321731193723582,1
-36,-15,-50,-15,-40,-60,-1,-216,0.5,1.0,-0.5,53.86666666666667,92.0,-38.13333333333333,0.5855072463768116,2.0,2.0,0.0,5.569306930693069,2.4782608695652173,-3.091046061127852,0
60,41,-28,67,-13,58,1,185,0.5,1.0,-0.5,39.246511627906976,44.904761904761905,-5.658250276854929,0.8739944264963377,1.0,1.0,0.0,2.2422374970372125,4.632025450689289,2.3897879536520765,1
-22,-27,-31,-62,-14,11,1,-145,1.0,2.0,-1.0,44.82178217821783,184.816,-139.99421782178217,0.24252111385495753,1.0,2.0,-1.0,4.328252705986303,0.8116180417279889,-3.5166346642583144,0
26,17,27,45,25,10,1,150,1.0,1.0,0.0,123.68,61.28571428571429,62.394285714285715,2.018088578088578,2.0,1.0,1.0,0.889391979301423,2.643356643356643,1.75396466405522,1
-40,-40,90,-40,90,-55,-1,5,0.25,2.0,-1.75,3.3857142857142857,28.956521739130437,-25.57080745341615,0.11692406692406691,0.5,2.0,-1.5,35.44303797468354,1.3813813813813813,-34.06165659330216,0
80,35,-10,75,10,30,1,220,0.5,1.0,-0.5,33.266666666666666,44.48571428571429,-11.219047619047622,0.7478056090772853,0.5,1.0,-0.5,2.404809619238477,5.394990366088631,2.9901807468501542,1
33,0,40,94,51,43,1,261,2.0,0.5,1.5,309.06666666666666,17.644444444444446,291.4222222222222,17.516372795969772,2.0,1.0,1.0,0.32355478861087145,9.408060453400504,9.084505664789631,1
-29,-5,-60,-20,-24,15,1,-123,1.0,0.5,0.5,29.93877551020408,67.53333333333333,-37.59455782312925,0.4433184922537623,1.0,1.0,0.0,3.9413769597818678,0.8884501480750248,-3.052926811706843,0
-7,27,16,-92,-27,-47,-1,-130,1.0,1.0,0.0,86.0561797752809,124.56,-38.50382022471911,0.6908813405208807,1.0,2.0,-1.0,3.183966575270923,2.087347463070006,-1.096619112200917,0
-37,-40,-27,-58,-31,-62,-1,-255,2.0,1.0,1.0,72.92957746478874,138.96,-66.03042253521127,0.5248242477316403,2.0,1.0,1.0,1.9745075318655851,0.5037420840529648,-1.4707654478126204,0
15,55,20,-40,-15,20,1,55,1.0,0.5,0.5,108.60000000000001,45.5,63.10000000000001,2.386813186813187,1.0,0.5,0.5,1.2891344383057088,3.7362637362637363,2.4471292979580275,1
-35,-15,-40,-48,-50,-17,-1,-205,0.5,2.0,-1.5,28.64,181.296,-152.656,0.15797370046774337,2.0,2.0,0.0,5.58659217877095,0.4964257347100874,-5.090166444060862,0
5,65,15,-75,-25,-95,-1,-110,1.0,1.0,0.0,179.0,191.73333333333332,-12.73333333333332,0.9335883171070932,1.0,2.0,-1.0,0.44692737430167595,0.46940194714881783,0.022474572847141883,0
-30,-45,-35,-10,30,20,1,-70,1.0,0.5,0.5,40.714285714285715,262.4571428571429,-221.7428571428572,0.1551273677335075,1.0,2.0,-1.0,3.43859649122807,0.3048116699325059,-3.1337848212955643,0
30,40,25,-50,-20,-20,-1,5,0.5,1.0,-0.5,80.22222222222223,91.0,-10.777777777777771,0.8815628815628817,1.0,1.0,0.0,1.2465373961218835,1.7582417582417582,0.5117043621198747,0
-15,7,-3,22,-3,4,1,12,1.0,1.0,0.0,138.0952380952381,89.24,48.85523809523811,1.5474589656570832,2.0,1.0,1.0,1.086206896551724,1.3446884805020172,0.2584815839502932,1
-15,115,75,70,10,55,1,310,1.0,1.0,0.0,2540.3999999999996,6.300000000000001,2534.0999999999995,403.2380952380951,2.0,1.0,1.0,0.07872775940796727,26.98412698412698,26.905399224719012,1
44,88,-28,78,-28,86,1,240,0.5,0.5,0.0,244.67796610169495,55.28,189.39796610169495,4.426157129191298,4.0,2.0,2.0,0.24522028262676637,2.6772793053545585,2.4320590227277923,1
-15,10,-10,-30,-15,5,1,-55,1.0,2.0,-1.0,47.0,193.73333333333335,-146.73333333333335,0.2426015141087405,1.0,2.0,-1.0,2.978723404255319,0.5677907777013076,-2.410932626554011,0
5,8,0,-12,15,-10,-1,6,1.0,1.0,0.0,61.08,52.632000000000005,8.447999999999993,1.1605107159142725,1.0,1.0,0.0,1.6371971185330714,2.0899832801337586,0.4527861616006872,1
-20,-11,-15,-11,-15,1,1,-71,2.0,0.5,1.5,57.03999999999999,33.28888888888889,23.7511111111111,1.7134846461949262,2.0,1.0,1.0,2.103786816269285,2.403204272363151,0.29941745609386583,0
10,5,-10,10,-10,30,1,35,1.0,1.0,0.0,201.6,78.42857142857143,123.17142857142856,2.5704918032786885,4.0,1.0,3.0,1.0912698412698414,3.060109289617486,1.9688394483476448,1
52,70,29,80,109,20,1,360,1.0,1.0,0.0,144.65853658536585,25.628571428571433,119.02996515679442,5.644424504445713,1.0,1.0,0.0,0.5253751475299275,7.023411371237457,6.49803622370753,1
50,90,45,90,50,80,1,405,1.0,0.5,0.5,413.3142857142857,43.2,370.1142857142857,9.567460317460316,2.0,4.0,-2.0,0.21775197013687267,4.398148148148148,4.180396178011275,1
-20,13,-35,-3,-35,-40,-1,-120,2.0,0.5,1.5,92.96470588235294,43.36,49.604705882352945,2.144019969611461,2.0,1.0,1.0,1.398380156922298,2.0756457564575648,0.6772655995352668,1
-13,15,-111,-55,-71,15,1,-220,1.0,1.0,0.0,23.114285714285714,100.3529411764706,-77.23865546218488,0.23032992798526208,1.0,1.0,0.0,5.018541409147096,0.8968347010550995,-4.121706708091996,0
16,38,44,38,54,3,1,193,1.0,1.0,0.0,83.69433962264152,32.29158878504673,51.402750837594795,2.591830961919033,1.0,2.0,-1.0,1.6727535055683302,5.326464459365594,3.6537109537972636,1
-20,-5,-20,-90,-35,-80,-1,-250,0.25,1.0,-0.75,20.773333333333333,116.4,-95.62666666666667,0.17846506300114548,1.0,1.0,0.0,5.7766367137355585,0.6872852233676976,-5.089351490367861,0
31,37,19,-10,5,62,1,144,0.0,0.0,0.0,43.71851851851852,46.14915254237289,-2.430634023854367,0.9473309066375027,1.0,1.0,0.0,1.8298881735005081,3.0769795798442776,1.2470914063437695,1
26,-7,40,30,50,31,1,170,1.0,1.0,0.0,109.6,32.624,76.976,3.359489946051986,2.0,1.0,1.0,0.8394160583941607,4.4139283962726825,3.574512337878522,1
-104,-72,-48,0,-18,-18,-1,-260,1.0,1.0,0.0,36.24444444444444,126.20000000000002,-89.95555555555558,0.2871984504314139,1.0,1.0,0.0,8.49785407725322,0.7923930269413628,-7.705461050311857,0
16,-11,10,40,10,35,1,100,2.0,1.0,1.0,164.39999999999998,66.72413793103449,97.67586206896549,2.4638759689922476,2.0,1.0,1.0,0.5231143552311436,1.7684754521963821,1.2453610969652384,1
-19,-19,-18,-20,-30,-53,-1,-159,0.5,0.5,0.0,27.900000000000002,60.900000000000006,-33.0,0.458128078817734,0.5,0.5,0.0,4.229390681003584,1.3136288998357963,-2.915761781167787,0
16,-10,28,36,36,-17,-1,89,0.0,2.0,-2.0,83.81621621621622,78.32876712328768,5.487449092928543,1.070056625355681,1.0,2.0,-1.0,0.978330968657294,1.4554039874081846,0.4770730187508906,1
-16,6,-35,50,-5,55,1,55,2.0,0.5,1.5,215.05882352941174,70.0,145.05882352941174,3.072268907563025,4.0,2.0,2.0,0.8834792122538294,2.257142857142857,1.3736636448890276,1
32,11,-32,20,60,15,1,106,1.0,2.0,-1.0,59.57142857142857,149.88,-90.30857142857143,0.39746082580349995,1.0,2.0,-1.0,1.947242206235012,1.200960768614892,-0.7462814376201201,0
20,-30,2,-7,-8,5,1,-18,0.5,1.0,-0.5,57.30285714285715,108.19354838709677,-50.89069124423962,0.5296328477723827,2.0,2.0,0.0,2.792181890706023,1.8485390578413836,-0.9436428328646393,0
-1,-10,-20,-60,-30,-93,-1,-214,1.0,1.0,0.0,42.599999999999994,128.39999999999998,-85.79999999999998,0.3317757009345795,1.0,1.0,0.0,2.8169014084507045,0.9190031152647977,-1.8978982931859067,0
-40,-20,-25,-25,-15,15,1,-110,1.0,1.0,0.0,62.01176470588236,82.19999999999999,-20.188235294117632,0.7544010304851869,1.0,1.0,0.0,3.708973629292354,1.8248175182481754,-1.8841561110441787,0
10,-1,-55,-35,-3,-21,-1,-105,1.0,0.0,1.0,31.71,47.25142857142857,-15.541428571428568,0.6710908211391946,1.0,1.0,0.0,5.550299590034689,4.148022735518201,-1.4022768545164883,0
30,10,-7,-5,-10,20,1,38,1.0,1.0,0.0,60.32,55.800000000000004,4.519999999999996,1.0810035842293906,2.0,1.0,1.0,1.3262599469496021,2.508960573476702,1.1827006265271,1
32,46,1,10,18,21,1,128,1.0,0.5,0.5,56.86666666666667,16.51546391752577,40.351202749140896,3.4432376196421144,1.0,1.0,0.0,1.4067995310668229,8.719101123595507,7.3123015925286845,1
18,20,-15,15,15,42,1,95,1.0,0.5,0.5,70.19999999999999,44.74285714285715,25.45714285714284,1.568965517241379,1.0,1.0,0.0,1.4245014245014247,3.039591315453384,1.6150898909519593,1
-14,-2,5,-20,0,-19,-1,-50,0.5,0.5,0.0,65.36,59.2,6.159999999999997,1.104054054054054,1.0,1.0,0.0,1.6829865361077112,1.385135135135135,-0.2978514009725761,0
10,-2,-16,-30,-6,-19,-1,-63,1.0,0.25,0.75,111.60000000000001,148.0,-36.39999999999999,0.7540540540540541,2.0,2.0,0.0,1.4336917562724014,1.2162162162162162,-0.2174755400561852,0
-79,-37,-28,20,12,42,1,-70,0.5,0.5,0.0,57.35294117647059,63.6,-6.247058823529414,0.9017758046614872,1.0,1.0,0.0,5.3702564102564105,2.358490566037736,-3.0117658442186745,0
3,3,35,48,25,82,1,196,2.0,0.5,1.5,203.76,52.4,151.35999999999999,3.8885496183206105,2.0,2.0,0.0,0.6772673733804476,2.7480916030534353,2.0708242296729877,1
78,63,52,0,-22,-41,-1,130,1.0,0.5,0.5,85.97142857142858,33.99230769230769,51.979120879120885,2.529143633013287,1.0,0.5,0.5,1.3260219341974078,7.942973523421589,6.616951589224181,1
105,75,35,15,-15,-5,-1,210,1.0,1.0,0.0,120.33333333333334,52.28,68.05333333333334,2.3017087477684264,1.0,1.0,0.0,0.33240997229916897,4.781943381790359,4.44953340949119,1
-7,-40,-10,20,40,35,1,38,1.0,1.0,0.0,91.0,58.86153846153846,32.13846153846154,1.5460010454783064,1.0,1.0,0.0,1.6483516483516483,2.310507056978568,0.6621554086269197,1
-1,75,6,-3,-10,68,1,135,1.0,1.0,0.0,82.17777777777778,69.52799999999999,12.649777777777786,1.181937892327951,1.0,1.0,0.0,1.5089237425635478,1.7546887584857902,0.24576501592224242,1
102,63,5,-75,-40,-9,-1,46,1.0,1.0,0.0,68.29333333333334,118.19999999999999,-49.90666666666665,0.5777777777777778,1.0,1.0,0.0,1.9914096056228034,2.876480541455161,0.8850709358323576,1
-8,-20,-5,6,3,-11,-1,-35,1.0,1.0,0.0,62.135999999999996,52.81132075471698,9.324679245283015,1.1765659163987137,1.0,1.0,0.0,1.6093729882837648,1.5905680600214362,-0.018804928262328602,0
50,-25,15,20,40,-30,-1,70,2.0,0.5,1.5,144.09230769230768,17.84285714285714,126.24945054945054,8.075629734556877,2.0,0.5,1.5,0.6939995729233398,11.208967173738992,10.514967600815652,1
-31,-31,14,35,24,-33,-1,-22,2.0,1.0,1.0,171.64705882352942,80.98153846153846,90.66552036199096,2.1195825873949263,2.0,1.0,1.0,0.9554489376285127,1.2595463353470877,0.304097397718575,1
35,0,7,35,35,46,1,158,4.0,0.5,3.5,223.20000000000002,54.42857142857143,168.7714285714286,4.100787401574803,4.0,1.0,3.0,0.4480286738351254,3.1233595800524934,2.675330906217368,1
-25,-5,-8,0,-3,-2,-1,-43,2.0,1.0,1.0,141.06976744186048,100.8,40.26976744186048,1.3995016611295683,2.0,2.0,0.0,0.921529838443785,0.7936507936507937,-0.12787904479299128,0
-55,32,-18,7,-18,37,1,-15,1.0,1.0,0.0,63.5,57.97333333333333,5.526666666666671,1.09533118675253,1.0,2.0,-1.0,2.9921259842519685,1.3799448022079117,-1.6121811820440568,0
-10,-31,-11,46,26,-44,-1,-24,1.0,0.25,0.75,189.6521739130435,74.28,115.3721739130435,2.5532064339397347,2.0,1.0,1.0,0.8225584594222832,1.830910070005385,1.0083516105831019,1
-15,-13,25,12,-15,14,1,8,1.0,1.0,0.0,48.17333333333334,65.01333333333332,-16.839999999999982,0.7409762100082037,1.0,2.0,-1.0,3.113755881538887,1.8457752255947502,-1.267980655944137,0
-10,-20,-40,95,35,0,0,60,1.0,1.0,0.0,104.82857142857142,67.98461538461538,36.84395604395604,1.541945495102318,1.0,1.0,0.0,1.8124829653856638,2.5005657388549447,0.6880827734692809,0
5,30,5,80,5,30,1,155,2.0,0.5,1.5,184.7076923076923,31.67142857142857,153.03626373626372,5.831997501821588,2.0,0.5,1.5,0.7038147592870232,4.4203879115922415,3.7165731523052186,1
-21,-25,-30,-63,-25,-58,-1,-222,1.0,1.0,0.0,36.942857142857136,117.98666666666665,-81.04380952380951,0.3131104402434496,1.0,1.0,0.0,4.06032482598608,0.9153576675330547,-3.144967158453025,0
-8,-50,-22,-73,-23,-54,-1,-230,0.5,1.0,-0.5,58.56,259.0,-200.44,0.2261003861003861,2.0,2.0,0.0,2.5273224043715845,0.5096525096525096,-2.017669894719075,0
-35,-50,-25,-30,-5,-15,-1,-160,2.0,0.5,1.5,67.60000000000001,174.4,-106.8,0.38761467889908263,2.0,4.0,-2.0,2.0710059171597632,0.4013761467889908,-1.6696297703707725,0
5,-32,35,60,0,7,1,75,0.5,2.0,-1.5,85.5,91.80000000000001,-6.300000000000011,0.9313725490196078,1.0,2.0,-1.0,1.871345029239766,1.8518518518518516,-0.01949317738791434,1
-15,-55,-30,55,20,-35,-1,-60,2.0,2.0,0.0,167.92,322.79999999999995,-154.87999999999997,0.5201982651796778,2.0,2.0,0.0,0.9528346831824679,0.40272614622057007,-0.5501085369618979,0
60,60,100,-10,35,-30,-1,215,0.5,1.0,-0.5,322.79999999999995,47.676923076923075,275.1230769230769,6.770571151984511,2.0,1.0,1.0,0.2478314745972739,4.194901581155212,3.9470701065579377,1
42,64,85,79,80,40,1,390,1.0,0.5,0.5,214.20000000000002,18.08,196.12,11.847345132743365,1.0,2.0,-1.0,0.30812324929971985,8.29646017699115,7.988336927691431,1
-55,-77,-134,-14,-16,2,1,-294,1.0,2.0,-1.0,37.43478260869565,160.88000000000002,-123.44521739130437,0.23268760945235978,1.0,2.0,-1.0,5.075493612078978,0.49726504226752855,-4.57822856981145,0
-34,-14,-41,-39,-56,-56,-1,-240,1.0,1.0,0.0,27.473684210526315,124.44,-96.96631578947368,0.22077856164035933,1.0,1.0,0.0,5.022988505747127,0.5625200900032145,-4.460468415743912,0
15,10,-10,-30,-1,36,1,20,1.0,1.0,0.0,52.28,137.06666666666666,-84.78666666666666,0.38142023346303505,1.0,4.0,-3.0,2.486610558530987,1.1673151750972763,-1.3192953834337107,0
-16,-27,-27,0,-15,-15,-1,-100,1.0,2.0,-1.0,55.800000000000004,259.44,-203.64,0.21507863089731732,1.0,2.0,-1.0,2.186379928315412,0.34690101757631825,-1.8394789107390939,0
14,15,-10,-20,-10,-65,-1,-76,1.0,1.0,0.0,50.519999999999996,67.53333333333333,-17.013333333333335,0.7480750246791708,1.0,1.0,0.0,1.5835312747426762,1.5992102665350445,0.015678991792368313,0
25,-15,-60,10,-25,-35,-1,-100,1.0,1.0,0.0,54.738461538461536,40.714285714285715,14.02417582417582,1.3444534412955464,2.0,1.0,1.0,2.740303541315346,4.912280701754386,2.1719771604390403,1
-13,-11,28,-5,-35,-49,-1,-85,1.0,1.0,0.0,36.34146341463415,46.68,-10.338536585365851,0.7785232093966185,1.0,1.0,0.0,4.842953020134228,3.2133676092544987,-1.6295854108797294,0
39,29,25,25,50,2,1,170,0.5,0.5,0.0,82.96,36.11692307692308,46.843076923076914,2.296984154029647,1.0,1.0,0.0,0.9884281581485054,4.430056227636735,3.4416280694882295,1
65,55,25,15,5,-25,-1,140,1.0,1.0,0.0,246.0,49.199999999999996,196.8,5.0,2.0,1.0,1.0,0.44715447154471544,4.878048780487806,4.43089430894309,1
-81,-75,-20,-59,-35,-85,-1,-355,1.0,0.5,0.5,58.733333333333334,75.42,-16.686666666666667,0.7787501104923539,1.0,0.5,0.5,3.6095346197502836,0.6629541235746487,-2.946580496175635,0
